0 1 2 3 4 5 6 7
0 1 2 3 4 8 9 10
0 1 2 3 4 11 12 13
0 1 2 3 4 14 15 16
0 1 2 3 4 17 18 19
0 1 2 3 5 8 11 14
0 1 2 3 5 9 12 15
0 1 2 3 5 10 13 16
0 1 2 3 6 8 12 16
0 1 2 3 6 10 14 18
0 1 2 3 6 13 15 19
0 1 2 3 7 9 14 19
0 1 2 3 7 10 11 15
0 1 2 4 5 8 12 17
0 1 2 4 7 10 12 16
0 1 2 5 6 10 11 12
0 1 2 6 7 8 10 19
0 1 2 6 7 11 14 16
0 1 2 6 7 12 13 18
0 1 2 6 9 10 15 16
0 1 2 8 9 15 18 19
0 1 2 8 10 12 14 15
0 1 2 9 10 12 13 19
0 1 2 9 11 13 14 15
0 1 2 11 12 14 17 18
0 1 3 5 7 14 15 18
0 2 4 7 9 10 13 14
0 2 7 10 13 16 17 18
0 3 6 8 11 15 17 18
0 4 6 7 8 11 12 13
0 4 6 9 11 14 15 16
0 4 7 8 9 11 18 19
0 4 7 10 11 14 15 17
0 4 8 10 11 16 17 18
0 4 9 10 12 16 18 19
0 5 6 7 9 11 12 15
0 5 6 7 13 15 18 19
0 5 6 8 11 13 14 15
0 5 6 9 10 12 13 14
0 5 6 9 11 13 16 17
0 5 6 12 14 16 17 18
0 5 7 8 9 11 14 16
0 5 9 12 14 15 18 19
0 6 7 8 10 11 15 16
0 6 8 9 13 14 16 19
0 6 10 11 12 13 16 18
0 7 8 9 10 15 17 19
0 7 8 11 13 16 17 19
0 7 9 11 13 15 17 18
0 7 14 15 16 17 18 19
0 9 10 11 13 14 18 19
1 3 4 5 6 14 16 17
1 3 4 5 7 13 15 16
1 3 4 6 7 11 13 17
1 3 4 11 14 15 17 19
1 3 4 12 13 15 17 18
1 3 5 6 9 11 12 14
1 3 5 6 9 15 17 19
1 3 5 9 10 12 18 19
1 3 5 11 12 16 17 19
1 3 7 8 12 13 18 19
1 3 7 9 15 16 18 19
1 3 8 9 11 14 15 16
1 3 9 12 13 14 17 19
1 4 5 6 7 8 18 19
1 4 6 8 9 10 14 19
1 4 6 8 12 14 17 18
1 4 6 9 12 13 18 19
1 4 6 10 16 17 18 19
1 4 9 10 12 15 17 19
1 4 12 13 14 15 16 19
1 5 7 8 12 14 17 19
1 5 9 10 12 14 16 17
1 6 7 10 12 13 16 17
1 7 8 9 10 12 15 18
1 7 8 10 11 12 14 16
2 3 4 5 6 9 10 17
2 3 4 5 7 8 9 13
2 3 4 5 7 10 16 18
2 3 4 5 8 11 15 16
2 3 4 5 10 12 13 19
2 3 4 6 7 8 11 14
2 3 4 6 7 13 18 19
2 3 4 7 9 11 16 19
2 3 4 7 14 15 17 18
2 3 4 8 10 13 17 18
2 3 4 13 15 16 17 19
2 3 5 6 7 11 15 19
2 3 5 6 8 13 14 19
2 3 5 8 12 13 16 17
2 3 5 10 11 14 15 18
2 3 6 8 9 12 14 17
2 3 8 9 10 11 16 17
2 3 8 9 10 13 15 19
2 3 9 11 15 17 18 19
2 4 5 6 11 16 17 19
2 4 9 11 12 14 17 19
2 4 10 11 12 13 16 17
2 5 6 8 10 11 16 18
2 6 10 11 13 15 17 18
3 4 9 10 13 15 16 18
3 5 7 8 10 13 14 15
3 5 7 8 14 16 17 18
3 7 10 12 13 14 16 18
4 5 6 8 9 10 12 15
4 5 6 9 12 14 16 19
4 5 6 9 13 14 15 18
4 5 6 10 11 14 17 18
4 5 7 8 10 13 16 17
4 5 7 8 12 13 15 18
4 5 7 11 13 15 17 19
4 6 7 9 12 15 17 18
4 7 8 9 11 12 15 16
4 7 8 13 14 17 18 19
4 8 11 12 14 15 18 19
5 6 7 8 9 15 16 18
5 6 7 10 11 12 13 19
5 6 8 10 12 16 17 19
5 6 8 10 14 15 18 19
5 7 9 10 11 12 16 18
5 8 11 12 13 17 18 19
5 10 11 13 14 16 17 19
6 7 8 12 14 15 16 19
6 8 9 13 15 17 18 19
6 8 11 13 14 16 17 18
7 9 11 12 13 14 16 17
8 9 10 11 12 13 16 19
8 9 10 14 15 16 17 18
