0 1 2 3
0 1 6 7
0 1 8 9
0 1 10 11
0 1 12 13
0 1 14 15
0 1 16 17
0 1 18 19
0 1 20 21
0 1 22 23
0 1 24 25
0 1 26 27
0 2 4 6
0 2 8 10
0 2 9 11
0 2 12 14
0 2 13 15
0 2 16 18
0 2 17 19
0 2 20 22
0 2 21 23
0 2 24 26
0 2 25 27
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 3 12 15
0 3 13 14
0 3 16 19
0 3 17 18
0 3 20 23
0 3 21 22
0 3 24 27
0 3 25 26
0 4 8 12
0 4 9 13
0 4 11 15
0 4 16 20
0 4 17 21
0 4 18 22
0 4 19 23
0 5 8 13
0 5 9 12
0 5 11 14
0 5 16 21
0 5 17 20
0 6 19 21
0 8 17 25
0 9 17 24
0 10 16 26
0 10 17 27
0 10 18 24
0 10 19 25
0 11 16 27
0 11 17 26
0 11 18 25
0 11 19 24
0 12 20 24
0 12 21 25
0 12 22 26
0 12 23 27
0 13 20 25
0 13 21 24
0 13 22 27
0 13 23 26
0 14 20 26
0 14 21 27
0 14 22 24
0 14 23 25
0 15 20 27
0 15 21 26
0 15 22 25
0 15 23 24
1 2 4 7
1 2 5 6
1 2 8 11
1 2 9 10
1 2 12 15
1 2 13 14
1 2 16 19
1 2 17 18
1 2 20 23
1 2 21 22
1 2 24 27
1 2 25 26
1 3 4 6
1 3 5 7
1 3 8 10
1 3 9 11
1 3 12 14
1 3 13 15
1 3 16 18
1 3 17 19
1 3 20 22
1 3 21 23
1 3 24 26
1 3 25 27
1 4 8 13
1 4 9 12
1 4 10 15
1 4 17 20
1 4 18 23
1 4 19 22
1 5 8 12
1 5 9 13
1 5 10 14
1 5 11 15
1 5 16 20
1 5 17 21
1 8 17 24
1 10 16 27
1 10 17 26
1 10 18 25
1 10 19 24
1 11 16 26
1 11 17 27
1 11 18 24
1 11 19 25
1 12 20 25
1 12 21 24
1 12 22 27
1 12 23 26
1 13 20 24
1 13 21 25
1 13 22 26
1 13 23 27
1 14 20 27
1 14 21 26
1 14 22 25
1 14 23 24
1 15 20 26
1 15 21 27
1 15 22 24
1 15 23 25
2 3 4 5
2 3 6 7
2 3 8 9
2 3 10 11
2 3 12 13
2 3 14 15
2 3 16 17
2 3 18 19
2 3 20 21
2 3 22 23
2 3 24 25
2 3 26 27
2 4 8 14
2 4 9 15
2 4 10 12
2 4 11 13
2 4 16 22
2 4 17 23
2 4 18 20
2 4 19 21
2 5 8 15
2 5 9 14
2 5 10 13
2 5 11 12
2 5 17 22
2 5 19 20
2 6 10 14
2 6 11 15
2 6 16 20
2 6 17 21
2 6 19 23
2 7 10 15
2 7 11 14
2 7 17 20
2 7 18 23
2 7 19 22
2 8 19 25
2 9 17 26
2 9 18 25
2 10 16 24
2 10 17 25
2 10 18 26
2 11 17 24
2 11 18 27
2 11 19 26
2 12 21 27
2 12 22 24
2 14 20 24
2 15 21 24
3 4 8 15
3 4 9 14
3 4 10 13
3 4 11 12
3 4 17 22
3 4 18 21
3 4 19 20
3 5 8 14
3 5 9 15
3 6 8 13
3 6 10 15
3 6 11 14
3 6 16 21
3 6 17 20
3 6 18 23
3 6 19 22
3 7 8 12
3 7 9 13
3 7 10 14
3 7 16 20
3 7 17 21
3 7 18 22
3 7 19 23
3 9 16 26
3 9 17 27
3 9 18 24
3 9 19 25
3 10 19 26
3 11 16 24
3 11 19 27
3 12 20 27
3 12 22 25
3 13 21 27
3 13 22 24
3 13 23 25
3 14 23 26
4 5 6 7
4 5 8 9
4 5 10 11
4 5 12 13
4 5 16 17
4 5 18 19
4 5 20 21
4 5 22 23
4 5 26 27
4 6 8 10
4 6 9 11
4 6 13 15
4 6 16 18
4 6 20 22
4 6 21 23
4 6 24 26
4 6 25 27
4 7 8 11
4 7 9 10
4 7 12 15
4 7 13 14
4 7 16 19
4 7 17 18
4 7 20 23
4 7 24 27
4 7 25 26
4 8 20 24
4 8 21 25
4 8 22 26
4 9 20 25
4 9 21 24
4 9 22 27
4 9 23 26
4 11 22 25
4 12 17 25
4 12 19 27
4 14 17 27
4 14 18 24
4 14 19 25
4 15 17 26
5 6 9 10
5 6 12 15
5 6 16 19
5 6 17 18
5 6 20 23
5 6 21 22
5 6 24 27
5 6 25 26
5 7 8 10
5 7 9 11
5 7 12 14
5 7 13 15
5 7 16 18
5 7 24 26
5 7 25 27
5 8 20 25
5 8 22 27
5 8 23 26
5 9 20 24
5 9 21 25
5 9 22 26
5 9 23 27
5 10 20 27
5 10 21 26
5 10 22 25
5 10 23 24
5 11 20 26
5 11 21 27
5 11 23 25
5 12 17 24
