0 1 2 3 4 5 6
0 1 2 3 16 17 18
0 1 2 4 17 20 23
0 1 2 6 23 26 28
0 1 5 9 18 26 28
0 1 5 10 18 19 27
0 1 5 10 20 21 29
0 1 5 11 17 24 27
0 1 5 12 13 20 27
0 1 5 12 15 25 26
0 1 5 15 16 20 28
0 1 6 7 14 25 26
0 1 6 7 15 21 27
0 1 6 7 20 22 28
0 1 6 8 15 25 28
0 1 6 9 12 13 24
0 1 6 9 16 18 25
0 1 6 9 17 28 29
0 1 6 9 20 26 27
0 1 6 10 17 22 27
0 1 6 10 21 23 24
0 1 6 11 16 22 23
0 1 6 12 15 22 29
0 1 6 13 14 19 28
0 1 6 13 16 21 29
0 1 6 15 17 18 26
0 1 6 18 19 20 29
0 1 7 8 13 14 23
0 1 7 8 15 16 29
0 1 7 8 17 19 28
0 1 7 8 18 21 22
0 1 7 8 24 25 27
0 1 7 9 11 13 27
0 1 7 9 15 23 26
0 1 7 10 15 19 20
0 1 7 10 16 18 23
0 1 7 11 12 14 24
0 1 7 11 17 23 25
0 1 7 12 21 25 29
0 1 7 13 15 22 25
0 1 7 13 18 28 29
0 1 8 9 10 13 26
0 1 8 9 11 12 18
0 1 8 9 14 17 24
0 1 8 9 16 27 28
0 1 8 10 12 14 20
0 1 8 10 19 22 23
0 1 8 11 15 20 22
0 1 8 11 16 19 21
0 1 8 12 16 23 25
0 1 8 12 21 24 28
0 1 8 13 16 20 24
0 1 8 20 25 26 29
0 1 9 10 16 19 29
0 1 9 10 23 25 28
0 1 9 11 22 24 25
0 1 9 12 17 19 20
0 1 9 13 15 21 28
0 1 9 13 20 22 23
0 1 9 18 19 21 23
0 1 10 11 13 14 17
0 1 10 11 15 16 24
0 1 10 11 19 26 28
0 1 10 11 20 23 27
0 1 10 12 15 27 28
0 1 10 13 18 21 25
0 1 10 14 15 18 29
0 1 10 16 21 22 28
0 1 11 13 15 18 19
0 1 11 13 23 24 29
0 1 11 14 15 26 27
0 1 12 13 15 16 17
0 1 12 14 16 21 27
0 1 12 14 22 23 26
0 1 12 15 19 23 24
0 1 12 16 18 19 28
0 1 12 18 20 21 26
0 1 16 18 24 26 27
0 4 9 11 14 20 23
0 5 13 18 25 27 29
0 7 12 18 20 23 24
0 7 12 19 20 27 28
0 7 14 15 18 19 21
0 7 14 15 20 23 29
0 7 16 17 25 26 27
0 7 17 18 23 27 28
0 7 21 22 23 24 26
0 7 22 25 27 28 29
0 8 9 11 17 19 25
0 8 9 11 20 24 28
0 8 9 12 13 23 27
0 8 9 14 18 22 25
0 8 9 16 17 22 29
0 8 10 11 12 15 19
0 8 10 11 14 26 29
0 8 10 13 19 20 21
0 8 10 14 15 16 27
0 8 10 14 17 18 23
0 8 10 17 20 22 28
0 8 11 13 15 27 28
0 8 11 15 17 23 24
0 8 11 18 19 24 26
0 8 12 13 14 21 25
0 8 13 15 19 23 29
0 8 15 18 21 27 29
0 8 16 17 18 24 28
0 8 16 18 19 20 23
0 8 16 21 22 24 25
0 8 17 21 23 25 27
0 9 10 11 18 25 27
0 9 10 11 21 22 26
0 9 10 16 20 21 27
0 9 10 17 20 25 26
0 10 15 21 25 26 27
0 10 17 18 19 28 29
0 11 13 17 21 22 25
0 11 14 15 16 22 28
0 12 13 15 19 22 28
0 19 21 22 23 25 29
1 4 6 10 13 21 22
1 4 8 16 18 25 28
1 4 8 22 23 24 28
1 4 9 11 15 16 26
1 4 9 12 14 18 19
1 4 9 13 16 17 28
1 4 9 18 20 24 25
1 4 9 21 23 26 28
1 4 9 22 25 26 29
1 4 10 14 20 22 27
1 4 10 18 24 27 29
1 4 10 21 23 25 29
1 4 11 13 15 17 27
1 4 12 17 20 21 25
1 4 12 23 26 27 29
1 4 13 14 19 23 24
1 4 13 16 22 24 27
1 4 13 18 20 21 29
1 4 14 15 20 25 26
1 4 14 16 20 21 28
1 4 15 16 17 18 19
1 4 15 17 22 25 28
1 4 15 19 20 21 23
1 5 6 7 9 16 27
1 5 6 7 12 19 23
1 5 6 7 17 21 29
1 5 6 8 13 19 27
1 5 6 8 24 25 29
1 5 6 9 12 15 18
1 5 6 9 13 23 26
1 5 6 10 18 22 25
1 5 6 11 14 18 27
1 5 6 11 20 23 25
1 5 6 13 20 28 29
1 5 6 19 22 24 28
1 5 7 8 9 10 17
1 5 7 8 18 20 28
1 5 9 12 23 25 29
1 9 10 13 14 19 27
1 11 13 17 20 21 28
1 14 15 21 23 24 26
2 3 4 6 15 16 26
2 3 8 17 18 20 25
2 3 9 10 13 14 17
2 3 9 10 22 24 26
2 3 9 12 14 19 24
2 3 9 13 19 20 23
2 3 9 15 17 25 28
2 3 9 17 26 27 29
2 3 10 11 13 19 25
2 3 10 11 14 15 26
2 3 10 11 16 20 24
2 3 10 15 18 19 27
2 3 11 14 20 22 25
2 3 11 16 18 21 26
2 3 11 22 23 26 29
2 3 11 23 24 25 28
2 3 12 13 16 19 27
2 3 13 14 16 18 24
2 3 13 14 26 27 28
2 3 13 16 17 28 29
2 3 14 15 16 17 19
2 3 14 17 21 22 26
2 3 16 19 21 22 25
2 3 16 23 24 26 27
2 3 17 20 22 23 28
2 3 19 22 24 27 28
2 4 5 6 7 12 20
2 4 5 6 8 13 28
2 4 5 6 9 10 19
2 4 5 6 11 16 21
2 4 5 6 22 23 25
2 4 5 7 15 19 24
2 4 5 7 21 26 28
2 4 5 8 12 26 29
2 4 5 8 14 18 27
2 4 5 9 14 22 26
2 4 5 9 17 23 27
2 4 5 9 18 24 28
2 4 7 14 19 20 26
2 4 7 16 23 26 29
2 4 8 11 24 27 28
2 4 8 14 16 21 23
2 4 8 14 20 24 25
2 4 8 16 17 18 22
2 4 9 11 14 21 25
2 4 9 12 17 18 20
2 4 9 15 22 27 28
2 4 9 19 20 25 29
2 4 11 24 25 26 29
2 4 12 13 16 24 26
2 4 12 18 19 21 22
2 4 22 23 24 27 29
2 5 10 15 16 22 26
2 5 10 15 17 21 27
2 5 10 15 20 25 29
2 5 10 21 23 28 29
2 5 11 12 13 27 28
2 5 11 14 15 24 29
2 5 11 15 18 20 27
2 5 12 13 17 21 22
2 5 12 14 22 23 27
2 5 13 14 16 23 26
2 5 13 18 19 22 24
2 5 13 18 20 26 29
2 5 14 17 18 22 25
2 5 15 19 26 27 29
2 6 7 8 15 18 28
2 6 7 8 22 25 27
2 6 7 11 14 15 25
2 6 7 15 20 21 26
2 6 7 16 18 23 25
2 6 7 17 19 22 23
2 7 11 13 15 23 29
2 7 12 15 17 18 22
2 7 12 16 17 20 29
2 9 10 19 22 27 29
2 9 10 24 25 28 29
2 9 11 13 25 26 28
2 9 11 14 17 24 26
2 9 11 18 19 21 27
2 9 12 13 14 15 25
2 9 12 13 17 23 26
2 9 12 14 17 21 29
2 10 11 12 15 17 23
2 10 11 12 16 22 28
2 10 11 16 21 23 25
2 10 11 21 26 27 28
2 10 12 14 26 27 29
2 10 12 16 18 23 26
2 10 14 16 17 20 23
2 10 15 16 24 27 29
2 10 17 19 20 26 28
2 10 18 20 21 24 26
2 11 12 15 20 24 25
2 11 12 18 19 28 29
2 11 13 16 26 27 29
2 11 13 20 24 28 29
2 11 15 17 18 19 25
2 11 15 17 21 22 24
2 11 15 18 23 26 28
2 12 14 15 18 27 28
2 12 14 18 20 22 24
2 12 15 25 26 28 29
2 12 17 18 21 24 25
2 12 21 23 24 26 28
