0 1 2 3 4 5 6 7
0 1 2 3 6 8 12 16
0 1 2 3 7 10 11 15
0 1 2 3 10 20 25 29
0 1 2 4 7 8 14 18
0 1 2 5 7 15 16 24
0 1 2 5 8 16 18 25
0 1 2 5 8 22 26 28
0 1 2 5 11 17 26 27
0 1 2 5 12 13 20 28
0 1 2 6 7 11 14 16
0 1 2 7 13 16 28 29
0 1 2 8 9 16 17 29
0 1 2 9 14 16 21 23
0 1 2 9 20 21 24 29
0 1 3 4 8 15 21 24
0 1 3 4 8 18 25 26
0 1 3 4 12 14 26 29
0 1 3 4 16 20 24 29
0 1 3 5 11 15 18 25
0 1 3 6 9 10 21 26
0 1 3 6 11 20 21 29
0 1 3 6 12 17 18 28
0 1 3 6 12 19 23 25
0 1 3 6 14 16 23 26
0 1 3 6 15 17 22 23
0 1 3 7 9 10 17 27
0 1 3 7 10 26 28 29
0 1 3 7 12 13 16 23
0 1 3 8 10 13 15 26
0 1 3 8 10 16 18 28
0 1 3 8 10 19 21 22
0 1 3 9 11 12 28 29
0 1 3 9 12 16 17 19
0 1 3 9 17 18 20 21
0 1 3 9 19 24 25 27
0 1 3 10 12 13 22 25
0 1 3 10 12 14 16 27
0 1 3 10 17 18 22 26
0 1 3 11 13 16 27 29
0 1 3 11 15 19 22 26
0 1 3 11 22 23 25 28
0 1 3 12 15 18 19 29
0 1 3 12 16 21 22 26
0 1 3 13 14 18 19 25
0 1 3 13 17 19 20 28
0 1 3 13 17 21 25 27
0 1 3 13 18 20 26 29
0 1 4 5 6 9 10 25
0 1 4 5 6 11 14 26
0 1 4 5 7 11 12 20
0 1 4 5 7 13 16 21
0 1 4 5 8 10 24 28
0 1 4 5 14 18 20 22
0 1 4 6 7 10 11 24
0 1 4 6 8 10 18 27
0 1 4 6 8 12 20 21
0 1 4 7 11 13 15 29
0 1 4 7 15 18 20 24
0 1 4 7 16 17 18 28
0 1 4 8 9 11 21 26
0 1 4 8 10 11 17 25
0 1 4 8 15 19 26 27
0 1 4 9 10 12 17 18
0 1 4 9 10 16 19 28
0 1 4 9 16 17 25 26
0 1 4 9 17 21 22 27
0 1 4 11 16 21 23 24
0 1 4 11 17 18 20 26
0 1 4 12 13 17 20 27
0 1 4 12 15 18 23 27
0 1 5 7 12 18 22 24
0 1 5 7 19 21 24 29
0 1 5 8 9 17 21 24
0 1 5 8 13 14 19 28
0 1 5 9 12 17 23 25
0 1 5 10 12 17 28 29
0 1 5 13 14 18 21 23
0 1 6 8 13 15 16 29
0 1 7 13 20 26 27 28
0 1 7 17 18 19 20 22
0 1 8 9 10 12 22 24
0 1 8 9 10 18 25 29
0 1 9 11 18 19 26 28
0 1 9 12 13 14 15 28
0 1 9 13 16 21 24 25
0 1 10 14 15 17 18 24
0 1 11 18 20 21 22 23
0 1 14 15 16 17 28 29
0 2 3 4 6 18 24 28
0 2 3 5 6 9 10 27
0 2 3 5 6 17 19 28
0 2 3 5 8 9 24 25
0 2 3 5 13 15 22 29
0 2 3 6 8 9 14 28
0 2 3 6 11 12 18 22
0 2 3 7 15 18 26 29
0 2 3 8 14 16 17 24
0 2 3 9 11 14 24 29
0 2 3 10 15 16 24 25
0 2 3 11 14 17 18 21
0 2 3 12 13 15 18 24
0 2 4 5 13 16 23 24
0 2 4 11 16 17 18 29
0 2 5 6 7 11 24 27
0 2 5 6 10 20 22 26
0 2 5 6 12 23 24 25
0 2 5 9 11 13 25 28
0 2 5 14 17 19 25 29
0 2 5 14 18 19 21 22
0 2 5 14 21 24 25 26
0 2 5 15 16 17 23 25
0 2 6 7 13 21 27 29
0 2 6 9 13 15 17 18
0 2 6 10 11 15 17 27
0 2 6 12 16 22 26 28
0 2 6 13 18 20 22 28
0 2 7 9 11 16 24 28
0 2 7 10 13 17 20 26
0 2 7 10 14 15 18 23
0 2 7 11 13 15 22 24
0 2 7 11 15 21 28 29
0 2 8 9 12 21 24 28
0 2 8 12 15 18 20 26
0 2 8 12 16 21 23 26
0 2 8 13 18 25 26 29
0 2 8 15 16 24 26 28
0 2 8 16 17 23 27 28
0 2 9 15 19 23 28 29
0 2 10 15 18 21 22 24
0 2 11 13 18 22 23 25
0 2 14 21 25 27 28 29
0 2 15 16 19 21 22 23
0 2 16 17 18 19 20 23
0 2 18 23 24 25 26 28
0 3 4 5 6 12 22 25
0 3 4 5 8 17 19 25
0 3 4 5 8 23 24 29
0 3 4 6 7 11 14 25
0 3 4 9 19 20 22 25
0 3 4 9 20 21 24 26
0 3 4 15 16 22 26 29
0 3 5 6 7 18 21 25
0 3 5 7 12 14 17 22
0 3 5 7 13 16 22 25
0 3 5 9 12 13 14 24
0 3 5 11 16 21 24 26
0 3 5 14 15 18 20 24
0 3 5 15 16 17 18 22
