0 1 2 3 4 5 6 7
0 1 2 3 16 17 18 19
0 1 2 4 9 13 17 21
0 1 2 4 11 15 19 23
0 1 2 5 8 13 18 23
0 1 2 5 9 12 19 22
0 1 2 5 10 15 16 21
0 1 2 6 8 14 19 21
0 1 2 6 10 12 17 23
0 1 2 7 8 15 17 22
0 1 3 5 11 15 18 22
0 1 3 6 11 12 19 20
0 1 3 7 8 14 18 20
0 1 3 7 9 15 19 21
0 1 3 7 10 12 16 22
0 1 3 7 11 13 17 23
0 1 4 5 8 9 14 15
0 1 4 5 18 19 20 21
0 1 4 6 8 11 17 18
0 1 4 6 9 10 16 19
0 1 4 6 12 15 21 22
0 1 4 6 13 14 20 23
0 1 4 7 8 10 21 23
0 1 4 7 9 11 20 22
0 1 4 7 12 14 17 19
0 1 4 7 13 15 16 18
0 1 5 6 9 11 21 23
0 1 5 6 13 15 17 19
0 1 5 7 8 11 16 19
0 1 5 7 9 10 17 18
0 1 5 7 12 15 20 23
0 1 5 7 13 14 21 22
0 1 6 7 8 9 12 13
0 1 6 7 16 17 20 21
0 1 8 9 16 18 21 22
0 1 8 9 17 19 20 23
0 1 12 13 17 18 20 22
0 2 3 5 10 13 17 22
0 2 9 11 17 18 22 23
0 3 8 9 12 14 16 19
0 5 10 13 14 15 18 20
0 7 10 12 13 15 17 21
0 7 10 14 16 18 19 21
1 5 8 12 13 14 19 20
1 5 8 15 16 17 18 20
1 7 8 12 14 15 16 21
1 7 9 12 16 18 19 20
1 7 11 12 13 15 19 22
1 7 11 14 19 20 21 23
2 3 9 10 13 15 20 21
2 3 9 11 12 15 18 19
2 3 9 11 13 14 16 17
2 3 10 11 17 19 20 23
2 3 12 13 16 19 20 22
2 3 12 13 17 18 21 23
2 3 14 15 16 19 21 23
2 3 14 15 17 18 20 22
2 4 5 6 10 12 16 22
2 4 5 7 10 13 18 21
2 4 6 7 11 15 18 22
2 4 8 10 11 12 18 23
2 4 8 13 16 17 18 22
2 4 9 12 18 20 21 22
2 4 10 12 13 14 17 20
2 4 11 12 13 15 16 21
2 4 11 14 16 20 22 23
2 5 6 7 11 14 16 21
2 5 9 10 11 12 17 21
2 5 9 12 14 15 16 20
2 5 9 13 16 21 22 23
2 6 8 9 11 13 18 21
2 6 8 10 11 14 17 22
2 6 8 15 16 20 21 22
2 6 9 10 11 15 16 23
2 6 9 14 16 18 19 22
2 6 10 13 16 17 19 21
2 6 10 13 18 20 22 23
2 6 11 12 19 21 22 23
2 7 8 9 10 13 17 23
2 7 10 12 17 18 19 22
3 4 6 7 8 13 18 23
3 4 6 7 11 14 17 20
3 4 8 9 10 15 19 23
3 4 10 14 18 20 21 23
3 4 11 12 13 14 19 23
3 4 11 15 16 17 18 23
3 5 6 7 10 14 18 22
3 5 8 10 11 12 19 22
3 5 8 12 14 15 18 23
3 5 10 15 16 20 22 23
3 5 10 15 17 18 19 21
3 5 11 12 13 15 17 20
3 6 8 9 11 12 17 23
3 6 8 14 19 20 22 23
3 6 9 15 18 21 22 23
3 7 8 9 10 12 18 21
3 7 8 9 11 13 19 20
3 7 8 10 11 14 16 23
3 7 8 12 13 14 17 22
3 7 8 15 17 20 21 23
3 7 9 10 11 15 17 22
3 7 9 14 16 20 21 22
3 7 10 12 14 15 19 20
3 7 11 12 18 20 22 23
4 5 8 11 12 14 16 17
4 5 8 11 13 15 18 19
4 5 9 10 13 15 16 17
4 5 14 15 16 18 21 22
4 5 14 15 17 19 20 23
4 6 8 10 18 19 21 22
4 6 8 11 14 15 21 23
4 6 9 10 12 13 21 23
4 6 9 10 14 15 20 22
4 6 9 11 16 17 21 22
4 6 9 11 18 19 20 23
4 6 10 11 13 14 16 18
4 6 12 14 16 19 20 21
4 6 12 14 17 18 22 23
5 6 8 9 13 15 20 23
5 6 8 10 14 15 16 19
5 6 8 11 17 19 20 21
5 6 9 10 17 19 22 23
5 6 9 11 12 13 16 19
5 7 8 9 13 14 16 18
5 7 8 10 16 17 21 22
5 7 8 11 12 13 21 23
5 7 9 10 12 13 20 22
9 10 13 14 16 19 20 23
