0 1 2 3 4 5 6 7
0 1 2 3 20 21 22 23
0 1 2 5 8 13 18 23
0 1 2 6 11 13 16 22
0 1 2 7 8 15 17 22
0 1 3 4 11 14 16 21
0 1 3 5 8 12 17 21
0 1 4 6 8 10 24 25
0 2 3 4 8 14 17 23
0 2 3 5 8 15 19 20
0 2 4 5 12 14 24 25
0 3 8 11 18 19 21 23
0 4 8 15 16 17 19 21
0 4 11 12 16 18 19 22
0 4 11 12 17 20 21 23
0 4 11 13 14 15 17 22
0 5 6 7 9 14 19 20
0 5 9 15 16 18 19 23
0 7 11 12 13 14 16 20
0 7 11 15 16 21 22 23
1 2 3 7 11 15 16 20
1 4 9 10 11 14 17 23
1 4 9 12 13 14 16 22
1 4 9 15 16 20 21 23
1 4 9 15 17 18 19 22
1 4 10 12 16 17 18 21
1 5 9 10 11 15 19 20
1 5 10 13 16 18 19 22
1 5 10 13 17 20 21 23
1 6 8 12 16 17 19 22
1 6 10 14 17 18 19 20
1 7 9 10 11 13 16 21
2 3 5 6 13 15 16 18
2 3 5 7 8 11 17 18
2 3 8 11 13 15 22 23
2 4 8 13 19 20 21 23
2 4 9 13 14 15 18 23
2 4 10 12 13 14 17 20
2 4 10 15 17 21 22 23
2 5 6 7 9 12 18 23
2 5 10 12 13 15 19 23
2 6 10 13 18 20 22 23
2 7 10 12 17 18 19 22
3 4 5 7 10 12 17 23
3 5 8 9 11 15 16 21
3 5 9 12 19 20 21 23
3 6 9 10 11 14 19 21
3 6 9 12 13 14 18 20
3 6 11 12 14 15 16 22
3 7 8 10 11 14 16 23
3 7 8 15 16 18 19 22
3 7 9 14 16 20 21 22
4 7 12 15 16 17 20 22
5 6 8 10 14 15 16 19
5 6 8 11 16 18 22 23
5 6 9 10 16 18 20 21
5 6 9 11 12 13 16 19
6 7 8 11 13 15 16 17
6 7 9 11 12 15 20 21
6 7 9 11 13 14 22 23
6 7 10 11 17 18 21 23
6 7 14 15 16 18 20 23
8 9 10 11 12 13 14 15
8 11 12 15 16 19 20 23
