0 1 2 3 4 5
0 1 10 11 12 13
0 1 14 15 16 17
0 1 18 19 20 21
0 1 22 23 24 25
0 2 6 10 14 18
0 2 7 11 15 19
0 2 8 12 16 20
0 2 9 13 17 21
0 3 8 13 14 19
0 4 7 13 16 18
0 4 8 10 15 21
0 4 9 11 14 20
0 5 7 12 14 21
0 5 8 11 17 18
0 5 9 10 16 19
1 2 8 13 15 18
1 2 9 12 14 19
1 3 6 10 15 19
1 3 8 12 17 21
1 3 9 13 16 20
1 4 7 12 15 20
1 5 6 12 16 18
1 5 7 13 17 19
1 5 8 10 14 20
1 5 9 11 15 21
2 3 22 23 26 27
2 4 6 8 22 24
2 4 7 9 23 25
2 4 11 12 18 21
2 5 6 19 21 23
2 5 7 18 20 22
2 6 9 15 16 26
2 7 8 14 17 26
3 4 6 18 20 23
3 4 7 19 21 22
3 4 10 12 14 16
3 4 11 13 15 17
3 5 6 8 25 26
3 5 7 9 24 27
3 6 9 14 17 22
3 7 8 15 16 23
4 5 6 7 10 11
4 10 24 25 26 27
5 14 17 23 25 27
6 7 14 15 24 25
6 7 16 19 20 27
6 8 10 12 23 27
6 9 10 20 21 24
6 10 13 16 17 25
6 15 17 18 21 27
7 8 10 18 19 24
7 8 11 12 22 25
7 9 10 13 15 22
7 11 13 20 21 23
9 11 12 16 17 23
9 13 14 23 24 26
10 11 14 17 19 21
10 11 15 16 18 20
11 12 14 15 26 27
12 13 14 17 18 20
12 13 15 16 19 21
12 18 19 23 25 26
14 16 20 22 25 26
