0 1 2 3 4
0 1 4 30 31
0 1 7 12 14
0 1 15 20 30
0 1 15 21 27
0 1 16 18 31
0 1 16 20 29
0 1 16 21 28
0 1 16 22 27
0 1 16 23 26
0 2 3 10 11
0 2 3 17 20
0 2 4 25 27
0 2 4 29 31
0 2 5 12 15
0 2 5 17 22
0 2 5 25 30
0 2 11 17 28
0 2 11 18 27
0 2 11 22 31
0 2 11 23 30
0 2 11 24 29
0 2 12 21 31
0 2 12 24 30
0 2 13 17 30
0 2 14 19 31
0 3 4 29 30
0 3 6 11 14
0 3 8 10 13
0 3 15 21 25
0 4 5 18 23
0 4 6 25 31
0 4 8 27 31
0 4 9 18 27
0 4 9 23 30
0 4 10 21 31
0 4 12 19 27
0 4 13 22 27
0 4 13 23 26
0 4 16 17 29
0 5 7 14 16
0 5 10 23 28
0 5 11 17 31
0 5 16 20 25
0 5 16 24 29
0 6 7 10 11
0 6 7 14 15
0 6 8 17 19
0 6 12 20 30
0 6 14 19 27
0 6 14 22 30
0 7 16 22 29
0 7 16 24 31
0 8 10 24 26
0 8 11 20 31
0 8 11 21 26
0 8 11 22 25
0 8 11 23 28
0 8 11 24 27
0 8 12 17 29
0 8 12 18 30
0 8 12 19 31
0 8 12 21 25
0 8 12 24 28
0 8 13 18 27
0 8 13 19 26
0 8 13 20 25
0 8 13 22 31
0 8 15 17 26
0 8 15 18 25
0 8 15 19 28
0 8 15 20 27
0 8 15 22 29
0 10 16 18 24
0 11 13 28 30
0 12 15 20 23
0 14 15 17 20
0 15 16 17 18
0 17 24 27 30
0 19 24 28 31
1 2 5 15 21
1 2 6 23 30
1 2 7 22 30
1 2 10 12 13
1 2 18 19 30
1 3 4 16 18
1 4 7 10 20
1 4 9 26 30
1 5 9 30 31
1 5 15 20 23
1 5 18 21 31
1 6 9 26 28
1 6 10 11 26
1 6 13 25 31
1 6 14 16 25
1 6 22 24 25
1 7 8 15 17
1 7 12 29 31
1 7 13 19 24
1 7 13 25 30
1 7 13 28 31
1 7 14 20 24
1 7 14 27 31
1 7 15 16 25
1 7 15 19 22
1 7 15 20 21
1 7 15 28 29
1 7 17 18 25
1 7 17 19 28
1 7 17 21 30
1 7 18 23 31
1 7 19 23 30
1 8 9 11 27
1 8 10 21 22
1 8 10 29 30
1 8 11 16 30
1 8 11 18 20
1 8 12 18 19
1 8 13 26 30
1 8 15 27 29
1 8 20 24 29
1 8 21 24 28
1 9 17 20 21
1 9 17 27 30
1 9 19 25 30
1 9 20 25 29
1 10 14 16 21
1 10 22 26 27
1 11 12 15 17
1 11 12 16 18
1 11 12 20 30
1 11 14 23 31
1 11 15 16 21
1 11 15 23 30
1 13 15 21 26
1 15 21 28 31
1 15 22 27 31
1 15 24 25 31
1 16 19 25 27
1 16 22 25 30
1 16 24 26 31
1 18 20 23 28
1 18 21 23 29
1 18 21 24 30
1 18 25 28 30
1 21 23 24 27
1 21 27 29 30
1 22 23 24 28
1 24 26 27 28
1 24 27 29 31
2 3 9 16 28
2 4 6 7 15
2 4 8 10 20
2 4 11 19 22
2 5 9 22 24
2 5 11 12 28
2 5 14 16 25
2 6 11 25 26
2 6 12 14 30
2 6 14 16 26
2 6 14 17 23
2 6 14 19 21
2 6 14 25 31
2 6 14 27 29
2 6 22 24 26
2 7 9 11 27
2 7 9 14 30
2 7 10 19 20
2 7 11 29 31
2 7 12 21 24
2 7 13 26 30
2 7 14 28 31
2 7 15 16 26
2 8 12 17 19
2 8 15 16 25
2 8 15 19 22
2 8 17 18 25
2 10 14 19 25
2 10 18 19 21
2 10 18 20 22
2 11 12 23 26
2 11 13 17 25
2 11 14 22 29
2 12 13 20 27
2 12 13 21 30
2 12 13 24 31
2 12 20 28 30
2 12 21 27 28
2 13 15 22 26
2 13 15 23 27
2 13 21 27 29
2 13 22 28 29
2 13 23 25 29
2 13 24 26 29
2 14 15 22 25
2 14 17 30 31
2 16 19 26 27
2 16 20 22 24
2 16 20 25 27
2 16 24 25 31
2 17 19 21 25
2 17 19 23 27
2 19 23 24 30
2 19 26 28 31
2 20 21 22 29
2 20 21 24 31
2 22 26 29 31
2 23 27 29 31
3 4 5 10 20
3 4 6 23 30
3 4 11 16 28
3 4 20 21 26
3 4 20 22 25
3 5 8 23 25
3 5 12 18 20
3 5 13 17 22
3 5 21 23 28
3 6 10 13 14
3 6 10 27 28
3 6 12 14 15
3 6 12 26 27
3 6 14 20 23
3 6 14 26 29
3 6 14 28 31
3 6 15 27 29
3 7 11 13 14
3 7 14 16 26
3 7 14 20 22
3 7 19 21 30
3 7 19 22 29
3 7 19 24 31
3 7 21 23 26
3 7 22 23 25
3 7 23 24 27
3 8 10 17 20
3 8 11 13 29
3 8 11 14 30
3 8 12 21 22
3 8 13 20 22
3 8 14 16 25
3 8 14 18 23
3 8 14 20 21
3 8 14 26 31
3 8 14 28 29
3 8 17 24 30
3 8 18 19 26
3 8 19 20 28
3 8 19 21 29
3 9 10 23 27
3 9 13 20 27
3 9 15 17 28
3 9 15 23 30
3 9 15 24 29
3 9 17 19 24
3 9 19 20 21
3 10 11 13 19
3 10 11 16 18
3 10 11 23 25
3 10 12 24 25
3 10 13 16 24
3 10 13 23 31
3 10 18 26 29
3 10 20 26 31
3 11 13 16 21
3 12 13 21 31
3 12 15 18 26
3 12 18 28 29
3 12 19 20 24
