0 1 2 3 4 5 6
0 1 2 11 12 13 14
0 1 3 7 11 15 19
0 1 3 8 12 16 20
0 1 4 8 14 17 19
0 1 4 10 13 15 20
0 2 3 7 13 18 20
0 2 5 7 11 17 21
0 3 5 7 9 12 14
0 8 12 13 15 18 19
1 2 6 10 13 16 19
1 4 5 7 9 15 17
1 6 7 10 12 17 20
1 6 8 15 18 20 21
2 3 5 9 10 15 16
2 4 5 8 10 12 14
2 4 6 9 10 17 21
2 5 6 8 11 16 18
2 12 14 17 18 20 21
3 4 5 16 17 18 21
3 4 11 12 14 19 21
3 6 9 11 13 19 20
3 7 8 9 16 17 19
4 5 9 12 13 20 21
4 6 12 16 18 19 20
4 7 10 11 12 15 16
5 7 11 13 14 18 19
5 8 10 11 13 15 21
6 8 9 10 14 16 20
6 13 14 15 17 19 21
7 9 10 13 16 18 21
8 9 11 14 15 17 18
