0 1 2 3 4 5
0 1 10 11 12 13
0 1 14 15 16 17
0 1 22 23 24 25
0 2 6 10 14 18
0 2 9 13 17 21
0 5 6 13 15 20
1 3 8 12 17 21
1 4 8 11 16 19
1 4 9 10 17 18
2 3 8 9 10 11
2 3 22 23 26 27
2 4 6 8 22 24
2 5 7 18 20 22
3 4 7 19 21 22
3 5 6 8 25 26
3 5 7 9 24 27
4 5 14 15 18 19
4 10 24 25 26 27
5 14 17 23 25 27
6 7 16 19 20 27
6 9 10 20 21 24
6 15 17 18 21 27
7 8 10 18 19 24
7 8 11 12 22 25
7 11 13 20 21 23
9 11 12 16 17 23
9 13 14 23 24 26
11 12 14 15 26 27
12 13 15 16 19 21
12 18 19 23 25 26
14 16 20 22 25 26
