0 1 2 3 4 5 6
0 1 2 7 8 9 10
0 1 2 11 12 13 14
0 1 2 15 16 17 18
0 1 2 19 20 21 22
0 1 3 7 11 15 19
0 1 3 8 12 16 20
0 1 3 9 13 17 21
0 1 3 10 14 18 22
0 1 4 8 11 18 21
0 1 4 9 14 15 20
0 1 5 7 13 18 20
0 1 5 8 14 17 19
0 1 5 10 12 15 21
0 1 6 7 14 16 21
0 1 6 9 12 18 19
0 1 6 10 11 17 20
0 2 3 7 12 18 21
0 2 3 8 11 17 22
0 2 3 9 14 16 19
0 2 3 10 13 15 20
0 2 4 7 11 16 20
0 2 4 8 12 15 19
0 2 4 9 13 18 22
0 2 4 10 14 17 21
0 2 5 7 14 15 22
0 2 5 8 13 16 21
0 2 5 9 12 17 20
0 2 5 10 11 18 19
0 2 6 7 13 17 19
0 2 6 8 14 18 20
0 2 6 9 11 15 21
0 2 6 10 12 16 22
0 3 4 7 8 13 14
0 3 4 15 16 21 22
0 3 4 17 18 19 20
0 4 5 12 14 16 18
0 7 8 16 18 19 22
0 11 12 16 17 19 21
0 13 14 16 17 20 22
1 2 3 8 14 15 21
1 2 3 10 12 17 19
1 2 5 8 12 18 22
1 3 4 11 14 16 17
1 3 6 9 10 15 16
1 4 5 7 8 15 16
1 4 5 13 14 21 22
1 4 6 7 9 11 13
1 4 6 8 10 12 14
1 4 6 15 17 19 21
1 5 6 7 10 19 22
1 5 6 8 9 20 21
1 5 6 11 14 15 18
1 5 6 12 13 16 17
1 7 8 12 13 19 21
1 7 9 15 18 21 22
1 7 9 16 17 19 20
1 7 10 13 14 15 17
1 8 10 16 17 21 22
1 11 13 15 16 20 21
1 12 14 17 18 20 21
2 3 5 7 8 19 20
2 3 5 9 10 21 22
2 3 5 11 12 15 16
2 4 5 7 10 12 13
2 4 5 8 9 11 14
2 4 5 16 17 19 22
2 4 6 11 12 17 18
2 5 6 8 10 15 17
2 5 6 11 13 20 22
2 7 8 11 13 15 18
2 7 9 11 12 19 22
2 7 10 17 18 20 22
2 9 10 11 13 16 17
2 9 10 12 14 15 18
3 4 5 7 11 18 22
3 4 5 8 12 17 21
3 4 6 7 12 16 19
3 4 6 8 11 15 20
3 4 6 9 14 18 21
3 4 6 10 13 17 22
3 5 6 7 13 15 21
3 5 6 8 14 16 22
3 5 6 9 11 17 19
3 5 6 10 12 18 20
3 7 8 9 11 16 21
3 7 8 10 12 15 22
3 7 9 10 13 18 19
3 7 11 12 13 17 20
3 7 14 15 16 18 20
3 8 11 12 14 18 19
3 9 12 15 19 20 21
3 9 12 16 17 18 22
3 10 11 16 19 20 22
4 5 6 10 11 16 21
4 7 9 10 14 16 22
4 7 13 15 19 20 22
4 8 9 10 13 15 21
4 8 11 12 13 16 22
4 8 14 16 19 20 21
4 9 11 15 16 18 19
4 9 11 17 20 21 22
4 9 12 13 14 17 19
4 10 11 13 14 18 20
4 10 12 15 16 17 20
4 10 12 18 19 21 22
5 7 8 9 13 17 22
5 7 8 10 14 18 21
5 7 9 10 11 15 20
5 7 11 13 14 16 19
5 8 11 15 19 21 22
5 8 11 16 17 18 20
5 8 12 13 14 15 20
5 9 11 12 13 18 21
5 9 14 18 19 20 22
5 10 11 12 14 17 22
5 10 13 15 16 18 22
5 10 13 17 19 20 21
6 7 8 9 14 15 19
6 7 12 13 14 18 22
6 8 9 10 11 18 22
6 8 12 15 16 18 21
6 8 12 17 19 20 22
6 9 11 12 14 16 20
6 9 13 15 17 18 20
6 9 13 16 19 21 22
6 10 11 12 13 15 19
6 10 14 15 20 21 22
