0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 13 14
0 1 2 3 4 5 6 17 18
0 1 2 3 4 5 7 9 11
0 1 2 3 4 5 7 14 16
0 1 2 3 4 5 7 17 19
0 1 2 3 4 5 8 9 12
0 1 2 3 4 5 9 16 20
0 1 2 3 4 5 10 16 19
0 1 2 3 4 5 12 16 17
0 1 2 3 4 6 7 10 11
0 1 2 3 4 6 8 9 11
0 1 2 3 4 6 8 18 20
0 1 2 3 4 6 9 13 18
0 1 2 3 4 6 9 16 19
0 1 2 3 4 6 10 21 25
0 1 2 3 4 6 11 24 25
0 1 2 3 4 6 12 23 25
0 1 2 3 4 7 8 9 10
0 1 2 3 4 7 8 15 16
0 1 2 3 4 7 8 19 20
0 1 2 3 4 7 9 16 18
0 1 2 3 4 7 10 16 17
0 1 2 3 4 7 12 22 25
0 1 2 3 4 8 9 13 20
0 1 2 3 4 8 9 15 18
0 1 2 3 4 8 9 16 17
0 1 2 3 4 8 11 16 19
0 1 2 3 4 8 12 16 20
0 1 2 3 4 10 11 13 16
0 1 2 3 4 10 12 13 15
0 1 2 3 4 10 12 14 16
0 1 2 3 4 11 12 13 14
0 1 2 3 4 13 14 17 18
0 1 2 3 4 13 14 19 20
0 1 2 3 4 13 15 17 19
0 1 2 3 4 13 15 18 20
0 1 2 3 4 14 15 17 20
0 1 2 3 4 14 15 18 19
0 1 2 3 4 16 17 24 25
0 1 2 3 4 16 18 23 25
0 1 2 3 4 16 19 22 25
0 1 2 3 4 16 20 21 25
0 1 2 3 4 17 18 19 20
0 1 2 3 5 6 7 10 14
0 1 2 3 5 6 7 11 15
0 1 2 3 5 6 7 17 21
0 1 2 3 5 6 8 9 14
0 1 2 3 5 6 9 12 18
0 1 2 3 5 6 9 15 21
0 1 2 3 5 6 9 16 22
0 1 2 3 5 6 13 23 25
0 1 2 3 5 6 14 24 25
0 1 2 3 5 7 8 11 13
0 1 2 3 5 7 8 19 21
0 1 2 3 5 7 9 12 19
0 1 2 3 5 7 9 16 23
0 1 2 3 5 7 11 16 21
0 1 2 3 5 7 15 16 17
0 1 2 3 5 8 9 13 21
0 1 2 3 5 8 12 20 25
0 1 2 3 5 8 14 16 19
0 1 2 3 5 8 15 16 18
0 1 2 3 5 10 11 12 16
0 1 2 3 5 10 11 17 21
0 1 2 3 5 10 12 18 21
0 1 2 3 5 10 13 14 16
0 1 2 3 5 10 13 17 19
0 1 2 3 5 10 14 18 19
0 1 2 3 5 10 18 24 25
0 1 2 3 5 11 12 19 21
0 1 2 3 5 11 13 15 16
0 1 2 3 5 11 13 17 18
0 1 2 3 5 11 15 18 19
0 1 2 3 5 11 17 22 25
0 1 2 3 5 12 14 15 16
0 1 2 3 5 12 14 17 18
0 1 2 3 5 12 15 17 19
0 1 2 3 5 13 14 19 21
0 1 2 3 5 13 15 18 21
0 1 2 3 5 14 15 17 21
0 1 2 3 5 15 19 20 25
0 1 2 3 6 7 8 9 16
0 1 2 3 6 7 10 12 19
0 1 2 3 6 7 11 12 18
0 1 2 3 6 7 11 13 23
0 1 2 3 6 7 12 15 22
0 1 2 3 6 7 13 14 18
0 1 2 3 6 8 9 18 25
0 1 2 3 6 8 10 14 22
0 1 2 3 6 8 11 12 17
0 1 2 3 6 8 11 13 24
0 1 2 3 6 8 11 15 22
0 1 2 3 6 8 12 14 24
0 1 2 3 6 8 14 15 19
0 1 2 3 6 9 10 16 25
0 1 2 3 6 9 10 20 21
0 1 2 3 6 9 13 14 16
0 1 2 3 6 9 13 17 19
0 1 2 3 6 10 15 17 18
0 1 2 3 6 12 16 21 23
0 1 2 3 6 17 19 20 24
0 1 2 3 6 17 21 22 24
0 1 2 3 6 18 19 20 23
0 1 2 3 6 18 21 22 23
0 1 2 3 7 8 10 11 18
0 1 2 3 7 8 10 13 24
0 1 2 3 7 8 10 14 23
0 1 2 3 7 8 11 15 23
0 1 2 3 7 8 13 15 17
0 1 2 3 7 8 14 15 18
0 1 2 3 7 9 11 16 25
0 1 2 3 7 9 11 20 21
0 1 2 3 7 9 12 15 25
0 1 2 3 7 11 14 17 19
0 1 2 3 7 12 16 21 22
0 1 2 3 7 15 16 20 24
0 1 2 3 7 17 18 20 24
0 1 2 3 7 17 21 23 24
0 1 2 3 7 18 19 20 22
0 1 2 3 7 19 21 22 23
0 1 2 3 8 9 10 14 25
0 1 2 3 8 9 10 19 24
0 1 2 3 8 9 12 16 25
0 1 2 3 8 9 12 20 21
0 1 2 3 8 10 16 21 23
0 1 2 3 8 11 16 21 22
0 1 2 3 8 12 13 18 19
0 1 2 3 8 17 18 20 23
0 1 2 3 8 17 19 20 22
0 1 2 3 8 18 21 23 24
0 1 2 3 9 13 18 20 22
0 1 2 3 9 13 19 20 23
0 1 2 3 9 14 15 17 25
0 1 2 3 9 14 17 20 22
0 1 2 3 9 14 19 20 24
0 1 2 3 9 15 16 19 25
0 1 2 3 9 15 17 20 23
0 1 2 3 9 17 18 19 25
0 1 2 3 9 17 21 24 25
0 1 2 3 9 19 21 22 25
0 1 2 3 10 11 13 21 25
0 1 2 3 10 11 15 16 18
0 1 2 3 10 12 13 16 19
0 1 2 3 10 12 14 21 25
0 1 2 3 11 12 13 16 18
0 1 2 3 11 12 15 21 25
0 1 2 3 12 14 15 20 25
0 1 2 3 16 22 23 24 25
0 1 2 4 5 6 7 9 14
0 1 2 4 5 6 7 17 22
0 1 2 4 5 6 8 18 22
0 1 2 4 5 6 9 11 18
0 1 2 4 5 6 9 16 21
0 1 2 4 5 6 13 24 25
0 1 2 4 5 6 14 16 18
0 1 2 4 5 7 8 9 16
0 1 2 4 5 7 9 17 25
0 1 2 4 5 7 10 11 20
0 1 2 4 5 7 10 14 21
0 1 2 4 5 7 11 12 18
0 1 2 4 5 7 11 13 23
0 1 2 4 5 7 14 15 20
0 1 2 4 5 8 10 13 21
0 1 2 4 5 8 11 12 17
0 1 2 4 5 8 11 13 24
0 1 2 4 5 8 12 14 24
0 1 2 4 5 8 12 15 21
0 1 2 4 5 8 13 14 17
0 1 2 4 5 8 13 15 20
0 1 2 4 5 8 16 23 25
0 1 2 4 5 9 10 16 25
0 1 2 4 5 9 10 19 22
0 1 2 4 5 9 11 13 25
0 1 2 4 5 9 12 18 21
0 1 2 4 5 9 14 17 20
0 1 2 4 5 10 15 17 18
