0 1 2 3
0 1 12 13
0 1 26 27
0 2 12 14
0 2 20 22
0 9 19 26
0 10 16 26
0 11 18 25
0 15 23 24
1 4 18 23
1 4 19 22
1 5 10 14
1 5 11 15
1 5 16 20
1 7 17 23
2 5 16 23
2 6 9 13
2 7 11 14
2 7 16 21
2 7 18 23
2 13 22 25
2 14 20 24
3 9 19 25
3 10 16 25
3 10 19 26
3 11 16 24
3 11 17 25
3 11 18 26
3 15 21 25
3 15 22 26
4 5 10 11
4 5 12 13
4 7 17 18
4 7 20 23
4 9 21 24
4 12 19 27
4 13 19 26
5 8 21 24
5 9 21 25
5 9 22 26
6 7 20 21
6 12 17 27
6 13 16 27
6 13 18 25
6 14 16 24
6 14 19 27
6 15 17 24
6 15 18 27
7 8 20 27
7 9 21 27
8 9 24 25
8 11 20 23
8 11 21 22
8 12 17 21
8 12 18 22
8 14 17 23
8 14 18 20
9 10 13 14
9 12 19 22
10 13 16 23
10 15 17 20
10 15 19 22
12 15 24 27
17 18 25 26
