0 1 2 3 4 5
0 1 2 4 7 9
0 1 2 4 18 20
0 1 2 4 23 25
0 1 2 5 19 20
0 1 2 6 21 25
0 1 2 9 19 24
0 1 2 9 20 23
0 1 3 9 11 17
0 1 3 9 12 14
0 1 3 9 13 15
0 1 3 9 18 24
0 1 3 9 19 25
0 1 3 9 20 22
0 1 3 9 21 23
0 1 4 5 6 7
0 1 4 5 8 9
0 1 4 5 10 11
0 1 4 5 12 13
0 1 4 5 14 15
0 1 4 5 16 17
0 1 4 6 13 15
0 1 4 6 19 25
0 1 4 7 12 15
0 1 4 7 13 14
0 1 4 7 18 25
0 1 4 7 19 24
0 1 4 7 20 23
0 1 4 7 21 22
0 1 4 8 10 14
0 1 4 8 11 15
0 1 4 8 12 16
0 1 4 8 13 17
0 1 4 8 18 22
0 1 4 8 19 23
0 1 4 8 20 24
0 1 4 8 21 25
0 1 4 9 10 15
0 1 4 9 11 14
0 1 4 9 12 17
0 1 4 9 13 16
0 1 4 9 18 23
0 1 4 9 19 22
0 1 4 9 20 25
0 1 4 9 21 24
0 1 5 6 11 16
0 1 5 6 12 15
0 1 5 6 13 14
0 1 7 8 15 16
0 1 7 9 19 21
0 1 12 13 18 19
0 1 12 15 18 25
0 1 22 23 24 25
0 2 3 4 16 20
0 2 4 5 6 12
0 2 4 5 7 13
0 2 4 5 8 10
0 2 4 5 9 11
0 2 4 5 14 20
0 2 4 5 15 21
0 2 4 5 16 18
0 2 4 5 17 19
0 2 4 6 7 14
0 2 4 6 9 16
0 2 4 6 11 18
0 2 4 6 13 20
0 2 4 6 15 22
0 2 4 6 17 24
0 2 4 7 8 16
0 2 4 7 10 18
0 2 4 7 12 20
0 2 4 7 15 23
0 2 4 7 17 25
0 2 4 8 9 14
0 2 4 8 11 20
0 2 4 8 13 18
0 2 4 8 15 24
0 2 4 8 17 22
0 2 4 9 10 20
0 2 4 9 12 18
0 2 4 9 15 25
0 2 4 9 17 23
0 2 4 10 11 14
0 2 4 10 13 16
0 2 4 10 19 22
0 2 4 10 21 24
0 2 4 11 12 16
0 2 4 11 19 23
0 2 4 11 21 25
0 2 4 12 13 14
0 2 4 12 19 24
0 2 4 12 21 22
0 2 4 13 19 25
0 2 4 13 21 23
0 2 4 14 22 23
0 2 4 14 24 25
0 2 4 16 22 25
0 2 4 16 23 24
0 2 5 6 8 16
0 2 5 6 10 18
0 2 5 6 13 21
0 2 5 6 14 22
0 2 5 6 17 25
0 2 5 7 9 16
0 2 5 7 11 18
0 2 5 7 12 21
