0 1 2 3 4 5 6
0 1 2 3 4 5 7
0 1 2 3 4 5 8
0 1 2 3 4 5 9
0 1 2 3 4 5 10
0 1 2 3 4 6 7
0 1 2 3 4 6 8
0 1 2 3 4 6 9
0 1 2 3 4 6 10
0 1 2 3 4 6 11
0 1 2 3 4 8 11
0 1 2 3 4 9 11
0 1 2 3 5 6 8
0 2 3 4 5 6 11
0 2 3 6 7 9 11
0 2 3 6 8 9 10
0 2 3 7 8 9 10
0 2 3 7 8 9 11
0 2 3 7 9 10 11
0 2 4 5 8 10 11
0 2 4 6 8 9 11
0 3 5 6 7 9 10
0 3 5 6 7 9 11
0 3 5 7 8 9 10
0 4 5 6 8 10 11
0 4 5 6 9 10 11
0 4 5 7 8 9 10
0 4 5 7 8 9 11
0 4 5 7 8 10 11
0 4 5 8 9 10 11
0 4 6 7 8 9 10
0 4 6 7 8 9 11
0 4 6 7 8 10 11
0 4 6 7 9 10 11
0 4 6 8 9 10 11
0 5 6 7 8 9 10
0 5 6 7 8 9 11
0 5 6 7 8 10 11
1 2 3 5 6 7 11
1 2 3 5 7 8 10
1 2 3 5 7 8 11
1 2 3 5 7 9 10
1 2 3 5 7 9 11
1 2 3 5 8 9 10
1 2 3 5 8 10 11
1 2 3 5 9 10 11
1 2 3 6 7 8 9
1 2 3 6 7 8 10
1 2 3 6 7 8 11
1 2 4 6 7 9 11
1 2 4 6 8 9 10
1 2 4 6 8 9 11
1 2 5 6 7 8 10
1 3 4 6 7 9 10
1 3 4 6 7 10 11
1 3 5 7 8 9 10
1 4 5 7 8 9 11
1 4 5 7 8 10 11
1 4 5 7 9 10 11
1 4 5 8 9 10 11
1 4 6 7 8 9 10
1 5 6 7 9 10 11
2 3 5 6 8 10 11
4 5 6 7 9 10 11
