0 1 2 3
0 1 2 17
0 1 2 26
0 1 3 10
0 1 4 11
0 1 4 21
0 1 4 27
0 1 5 7
0 1 5 8
0 1 5 13
0 1 5 20
0 1 6 16
0 1 6 27
0 1 7 23
0 1 8 16
0 1 8 20
0 1 9 16
0 1 9 25
0 1 10 12
0 1 10 26
0 1 11 13
0 1 12 17
0 1 14 19
0 1 14 22
0 1 15 18
0 1 15 21
0 1 17 23
0 1 18 24
0 1 19 24
0 1 20 26
0 1 21 22
0 1 23 25
0 1 26 27
0 2 3 6
0 2 3 11
0 2 4 13
0 2 4 20
0 2 5 16
0 2 5 27
0 2 6 15
0 2 6 19
0 2 7 9
0 2 7 24
0 2 8 18
0 2 8 22
0 2 9 12
0 2 9 21
0 2 10 13
0 2 10 19
0 2 11 24
0 2 12 17
0 2 12 25
0 2 14 18
0 2 14 22
0 2 15 23
0 2 15 25
0 2 16 19
0 2 17 26
0 2 20 22
0 2 21 23
0 2 21 27
0 2 26 27
0 3 4 18
0 3 4 25
0 3 5 10
0 3 5 13
0 3 5 20
0 3 6 17
0 3 6 22
0 3 7 9
0 3 7 14
0 3 8 20
0 3 8 24
0 3 9 15
0 3 9 27
0 3 10 24
0 3 11 13
0 3 11 16
0 3 12 21
0 3 13 19
0 3 14 25
0 3 14 26
0 3 15 18
0 3 15 19
0 3 16 23
0 3 17 23
0 3 17 27
0 3 18 22
0 3 20 24
0 3 25 26
0 4 5 10
0 4 5 21
0 4 5 27
0 4 6 11
0 4 6 19
0 4 7 12
0 4 7 13
0 4 7 24
0 4 8 18
0 4 8 19
0 4 9 16
0 4 10 14
0 4 10 26
0 4 11 12
0 4 12 15
0 4 13 16
0 4 13 27
0 4 14 20
0 4 15 23
0 4 16 21
0 4 17 19
0 4 17 20
0 4 18 22
0 4 21 23
0 4 24 25
0 4 26 27
0 5 6 9
0 5 7 12
0 5 7 25
0 5 8 11
0 5 8 22
0 5 9 18
0 5 9 26
0 5 10 12
0 5 10 22
0 5 11 14
0 5 11 25
0 5 13 15
0 5 13 19
0 5 15 16
0 5 16 27
0 5 17 20
0 5 18 20
0 5 19 24
0 5 21 23
0 5 22 26
0 5 23 24
0 5 24 27
0 6 7 14
0 6 7 21
0 6 8 17
0 6 8 25
0 6 9 11
0 6 9 15
0 6 10 18
0 6 10 22
0 6 11 18
0 6 12 19
0 6 12 21
0 6 12 25
0 6 13 24
0 6 14 16
0 6 14 26
0 6 15 20
