0 1 2 3 4 5 6
0 1 2 3 7 8 9
0 1 2 3 10 11 12
0 1 2 5 8 10 16
0 1 2 5 9 13 17
0 1 2 6 8 15 17
0 1 2 6 9 11 16
0 4 7 9 11 15 17
0 4 9 11 12 14 16
0 5 6 9 10 13 16
0 5 7 8 11 14 17
0 6 8 9 10 12 14
0 6 8 11 13 16 17
1 3 6 11 12 13 15
1 3 7 9 10 11 15
1 4 5 7 9 15 16
1 4 8 10 11 13 16
1 5 6 8 11 12 14
1 6 8 9 12 15 16
2 3 4 5 13 14 17
2 3 4 6 7 11 14
2 3 4 10 12 13 15
2 3 7 9 10 13 14
2 6 7 8 10 14 17
2 7 12 13 14 15 17
3 4 5 6 12 13 16
3 5 7 12 15 16 17
3 5 10 11 13 15 17
4 5 8 9 11 13 14
4 7 8 12 14 16 17
4 9 10 12 15 16 17
5 7 8 10 13 14 15
