0 1 2
0 1 3
0 1 4
0 1 9
0 1 10
0 1 13
0 1 14
0 1 16
0 1 17
0 1 18
0 1 19
0 1 21
0 1 22
0 1 23
0 1 28
0 1 29
0 1 30
0 2 4
0 2 6
0 2 11
0 2 12
0 2 14
0 2 15
0 2 16
0 2 17
0 2 18
0 2 19
0 2 20
0 2 25
0 2 29
0 2 31
0 3 4
0 3 5
0 3 6
0 3 7
0 3 10
0 3 11
0 3 14
0 3 15
0 3 18
0 3 22
0 3 24
0 3 25
0 3 26
0 3 29
0 3 30
0 3 31
0 4 9
0 4 12
0 4 13
0 4 17
0 4 18
0 4 20
0 4 21
0 4 23
0 4 25
0 4 27
0 4 29
0 5 8
0 5 11
0 5 12
0 5 13
0 5 16
0 5 17
0 5 18
0 5 19
0 5 21
0 5 23
0 5 24
0 5 25
0 5 29
0 6 7
0 6 10
0 6 11
0 6 14
0 6 17
0 6 18
0 6 19
0 6 25
0 6 26
0 6 27
0 7 10
0 7 11
0 7 12
0 7 13
0 7 15
0 7 16
0 7 17
0 7 18
0 7 20
0 7 22
0 7 23
0 7 24
0 7 25
0 7 26
0 7 27
0 7 28
0 7 30
0 7 31
0 8 10
0 8 16
0 8 18
0 8 19
0 8 21
0 8 24
0 8 26
0 8 27
0 8 29
0 8 30
0 8 31
0 9 10
0 9 15
0 9 17
0 9 18
0 9 19
0 9 20
0 9 22
0 9 24
0 9 25
0 9 27
0 9 28
0 9 29
0 10 14
0 10 15
0 10 17
0 10 19
0 10 24
0 10 29
0 11 13
0 11 19
0 11 21
0 11 24
0 11 25
0 11 30
0 12 20
0 12 23
0 12 24
0 12 28
0 12 29
0 13 17
0 13 18
0 13 19
0 13 24
0 14 16
0 14 17
0 14 29
0 14 31
0 15 16
0 15 17
0 15 18
0 15 21
0 15 23
0 15 25
0 15 27
0 16 19
0 16 25
0 16 28
0 16 29
0 16 30
0 17 19
0 17 21
0 17 23
0 17 24
0 17 31
0 18 19
0 18 22
0 18 24
0 18 26
0 18 27
0 18 28
0 18 30
0 19 21
0 19 24
0 19 26
0 19 29
0 20 22
0 20 27
0 21 23
0 22 26
0 22 31
0 23 25
0 23 29
0 24 26
0 24 28
0 24 29
0 25 27
0 25 31
0 26 27
0 26 30
0 27 31
0 28 30
0 29 30
1 2 3
1 2 4
1 2 8
1 2 9
1 2 10
1 2 14
1 2 16
1 2 18
1 2 20
1 2 21
1 2 23
1 2 26
1 2 27
1 2 28
1 2 29
1 2 30
1 3 4
1 3 5
1 3 10
1 3 11
1 3 12
1 3 13
1 3 15
1 3 17
1 3 22
