0 1 2 3 4 5
0 1 2 12 13 14
0 1 2 18 19 20
0 1 3 7 10 13
0 1 3 15 18 21
0 1 5 8 9 13
0 1 8 10 15 19
0 1 9 14 17 18
0 2 3 6 10 15
0 2 3 7 9 14
0 2 3 8 12 17
0 2 3 11 13 16
0 2 4 6 9 13
0 2 4 7 10 12
0 2 4 8 11 15
0 2 4 14 16 18
0 2 5 6 12 16
0 2 5 13 17 20
0 2 6 11 14 17
0 2 8 9 16 20
0 3 5 6 8 18
0 4 6 15 16 21
0 4 8 13 18 20
0 4 11 12 20 21
0 5 8 12 15 20
0 6 7 15 17 19
0 6 8 12 14 19
0 7 9 13 16 17
0 7 10 11 14 15
0 7 12 14 16 21
0 9 10 12 15 16
0 9 10 17 19 20
0 10 13 14 16 20
0 11 12 15 18 19
1 2 3 7 12 15
1 2 5 15 20 21
1 3 4 7 16 17
1 3 4 9 11 20
1 3 5 11 16 19
1 3 8 12 13 20
1 3 10 19 20 21
1 4 7 8 18 19
1 4 7 12 13 21
1 4 10 11 15 16
1 5 6 8 16 21
1 5 7 9 11 21
1 5 7 13 14 16
1 5 11 17 18 20
1 6 7 14 15 21
1 6 8 9 10 18
1 6 9 11 16 17
1 6 12 14 16 18
1 7 8 9 12 14
1 7 8 11 15 17
1 7 10 14 17 20
1 8 11 13 16 18
1 9 10 12 13 19
1 9 14 16 19 20
1 10 11 14 18 19
1 11 13 14 20 21
1 12 15 16 19 21
2 3 4 6 16 20
2 3 4 9 15 17
2 3 5 6 13 19
2 3 8 14 20 21
2 3 13 15 18 20
2 4 5 8 17 18
2 4 10 14 15 20
2 5 6 10 11 20
2 5 7 12 14 20
2 5 8 13 15 16
2 6 7 11 16 19
2 6 8 13 18 21
2 6 9 17 18 19
2 6 10 12 17 21
2 8 10 12 18 20
2 8 15 17 19 20
2 10 13 16 17 19
2 11 15 17 18 21
3 4 5 6 9 21
3 4 5 8 11 13
3 4 8 12 19 21
3 5 6 12 15 17
3 5 11 12 18 21
3 5 13 16 17 18
3 6 7 9 15 18
3 6 8 9 17 20
3 6 9 10 11 13
3 6 11 15 19 21
3 7 9 16 19 21
3 7 10 17 18 19
3 8 10 11 12 15
3 9 12 14 17 21
3 9 12 15 19 20
3 11 12 13 17 19
4 5 6 14 16 17
4 5 7 9 16 18
4 5 7 11 12 19
4 5 9 13 15 20
4 5 10 16 19 21
4 6 7 10 18 20
4 6 9 10 15 19
4 7 8 14 15 16
4 7 10 11 17 21
4 8 9 13 17 21
4 8 10 14 17 19
4 8 10 15 18 21
4 9 10 13 14 18
4 12 13 16 19 20
4 14 18 19 20 21
5 6 7 11 13 17
5 6 7 14 18 19
5 7 8 10 13 18
5 7 9 14 15 17
5 7 10 12 15 21
5 7 13 19 20 21
5 8 9 10 11 19
5 8 9 18 20 21
6 9 10 14 16 21
6 9 11 12 18 20
6 10 14 15 17 18
6 11 12 13 14 15
7 8 11 14 19 21
7 11 14 16 17 18
8 10 12 13 14 21
9 11 12 13 16 21
11 16 17 19 20 21
12 13 14 17 18 20
