0 1 2 3 4 5 6
0 1 2 3 7 14 18
0 1 2 3 9 13 15
0 1 2 3 9 14 16
0 1 2 3 10 11 18
0 1 2 3 10 12 17
0 1 2 3 10 14 15
0 1 2 4 5 7 10
0 1 2 4 5 11 14
0 1 2 4 5 12 13
0 1 2 4 5 15 18
0 1 2 4 5 16 17
0 1 2 4 5 20 21
0 1 2 4 6 7 9
0 1 2 4 6 8 10
0 1 2 4 6 11 13
0 1 2 4 6 12 14
0 1 2 4 6 15 17
0 1 2 4 6 16 18
0 1 2 4 6 19 21
0 1 2 4 7 11 16
0 1 2 4 7 12 15
0 1 2 4 7 13 18
0 1 2 4 7 14 17
0 1 2 4 8 12 16
0 1 2 4 8 13 17
0 1 2 4 9 11 18
0 1 2 4 9 14 15
0 1 2 5 7 11 17
0 1 2 5 7 14 16
0 1 2 7 9 19 21
0 1 2 7 10 20 21
0 1 2 8 10 11 13
0 1 2 8 10 12 14
0 1 2 8 10 16 18
0 1 2 8 10 19 21
0 1 2 9 10 11 12
0 1 2 9 10 13 14
0 1 2 9 10 15 16
0 1 2 9 10 19 20
0 1 2 11 12 13 14
0 1 2 11 12 19 20
0 1 2 11 13 15 17
0 1 2 11 13 16 18
0 1 2 11 13 19 21
0 1 2 11 14 15 18
0 1 2 11 14 16 17
0 1 2 15 16 19 20
0 1 2 16 17 20 21
0 1 2 16 18 19 21
0 1 2 17 18 19 20
0 1 3 4 5 7 11
0 1 3 4 5 8 12
0 1 3 4 5 9 13
0 1 3 4 5 10 14
0 1 3 4 5 15 19
0 1 3 4 5 16 20
0 1 3 4 5 17 21
0 1 3 4 6 7 12
0 1 3 4 6 8 11
0 1 3 4 6 9 14
0 1 3 4 6 10 13
0 1 3 4 6 15 20
0 1 3 4 6 16 19
0 1 3 4 6 18 21
0 1 3 4 7 9 15
0 1 3 4 7 10 16
0 1 3 4 7 13 19
0 1 3 4 7 14 20
0 1 3 4 8 9 16
0 1 3 4 8 13 20
0 1 3 4 8 14 19
0 1 3 4 9 11 19
0 1 3 4 9 12 20
0 1 3 4 10 12 19
0 1 3 4 11 14 16
0 1 3 4 12 13 16
0 1 3 4 12 14 15
0 1 3 5 6 7 13
0 1 3 5 6 8 14
0 1 3 5 6 9 11
0 1 3 5 6 10 12
0 1 3 5 6 15 21
0 1 3 5 6 17 19
0 1 3 5 6 18 20
0 1 3 5 7 8 15
0 1 3 5 7 14 21
0 1 3 5 8 9 17
0 1 3 5 8 11 19
0 1 3 5 8 13 21
0 1 3 5 9 10 15
0 1 3 5 9 12 21
0 1 3 6 8 12 19
0 1 3 6 9 10 16
0 1 3 6 9 13 19
0 1 3 6 11 12 16
0 1 3 6 11 13 17
0 1 3 6 12 14 17
0 1 3 6 13 14 16
0 1 3 7 8 9 11
0 1 3 7 8 10 12
0 1 3 7 8 17 19
0 1 3 7 8 18 20
0 1 3 7 9 10 13
0 1 3 8 12 20 21
0 1 4 7 8 17 20
0 1 5 7 11 13 14
0 1 5 7 11 19 20
0 1 6 7 14 16 17
0 1 7 9 11 14 17
0 1 7 11 16 18 20
0 2 6 7 8 9 13
0 2 6 7 9 10 11
0 2 6 7 14 16 18
0 2 8 10 12 13 18
0 3 5 6 7 9 21
0 3 5 7 8 12 14
0 3 5 7 11 17 20
0 3 7 9 19 20 21
0 4 5 8 11 16 21
0 4 6 7 9 17 18
0 4 6 9 12 17 21
0 4 6 15 16 19 21
0 4 9 11 12 13 16
0 4 9 11 12 14 15
0 4 9 11 15 19 21
0 4 9 11 18 19 20
0 4 9 12 16 19 21
0 4 9 12 17 19 20
0 4 9 14 15 17 18
0 4 9 14 17 20 21
0 4 10 11 12 13 15
0 4 10 11 12 14 16
0 4 10 11 16 19 21
0 5 6 7 9 12 14
0 5 6 9 12 17 20
0 5 7 11 12 14 16
0 5 7 14 16 17 18
0 5 7 14 17 19 21
0 6 7 13 16 19 20
0 7 8 9 10 11 12
0 7 8 9 11 18 20
0 7 8 9 13 17 21
0 7 8 10 11 18 19
0 7 8 12 13 20 21
0 7 10 17 18 20 21
0 7 11 12 14 17 20
0 7 14 15 16 17 20
0 8 11 12 14 18 20
0 8 11 18 19 20 21
0 8 12 17 19 20 21
0 8 13 15 16 18 19
0 8 14 15 16 17 19
