0 1 2 3
0 1 4 5
0 1 6 7
0 1 10 11
0 1 12 13
0 1 14 15
0 1 16 17
0 1 18 19
0 1 20 21
0 2 4 6
0 2 5 7
0 2 8 10
0 2 9 11
0 2 12 14
0 2 13 15
0 2 16 18
0 2 17 19
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 3 12 15
0 3 13 14
0 3 16 19
0 3 17 18
0 4 8 12
0 4 9 13
0 4 10 14
0 4 11 15
0 4 16 20
0 4 17 21
0 5 8 13
0 5 9 12
0 5 11 14
0 5 16 21
0 5 17 20
0 6 8 14
0 6 9 15
0 6 10 12
0 6 11 13
0 6 18 20
0 6 19 21
0 7 8 15
0 7 9 14
0 7 10 13
0 7 11 12
0 7 18 21
0 7 19 20
1 2 4 7
1 2 5 6
1 2 8 11
1 2 9 10
1 2 12 15
1 2 13 14
1 2 16 19
1 2 17 18
1 3 4 6
1 3 5 7
1 3 8 10
1 3 9 11
1 3 12 14
1 3 13 15
1 3 16 18
1 3 17 19
1 4 8 13
1 4 9 12
1 4 11 14
1 4 16 21
1 4 17 20
1 5 9 13
1 5 10 14
1 5 11 15
1 5 16 20
1 5 17 21
1 6 8 15
1 6 9 14
1 6 10 13
1 6 11 12
1 6 18 21
1 6 19 20
1 7 8 14
1 7 9 15
1 7 10 12
1 7 11 13
1 7 18 20
1 7 19 21
2 3 4 5
2 3 6 7
2 3 8 9
2 3 10 11
2 3 12 13
2 3 14 15
2 3 16 17
2 3 18 19
2 3 20 21
2 4 8 14
2 4 9 15
2 4 10 12
2 4 11 13
2 4 18 20
2 4 19 21
2 5 8 15
2 5 9 14
2 5 10 13
2 5 11 12
2 5 18 21
2 5 19 20
2 6 8 12
2 6 9 13
2 6 10 14
2 6 11 15
2 6 16 20
2 6 17 21
2 7 8 13
2 7 9 12
2 7 10 15
2 7 11 14
2 7 16 21
2 7 17 20
3 4 8 15
3 4 10 13
3 4 11 12
3 4 18 21
3 4 19 20
3 5 8 14
3 5 9 15
3 5 10 12
3 5 11 13
3 5 18 20
3 5 19 21
3 6 8 13
3 6 9 12
3 6 10 15
3 6 11 14
3 6 16 21
3 6 17 20
3 7 8 12
3 7 9 13
3 7 10 14
3 7 11 15
3 7 16 20
3 7 17 21
4 5 6 7
4 5 8 9
4 5 12 13
4 5 14 15
4 5 16 17
4 5 18 19
4 5 20 21
4 6 8 10
4 6 9 11
4 6 12 14
4 6 13 15
4 6 16 18
4 6 17 19
4 7 8 11
4 7 9 10
4 7 12 15
4 7 13 14
4 7 16 19
4 7 17 18
5 6 8 11
5 6 9 10
5 6 12 15
5 6 13 14
5 6 16 19
5 6 17 18
5 7 8 10
5 7 9 11
5 7 12 14
5 7 13 15
5 7 16 18
5 7 17 19
6 7 8 9
6 7 10 11
6 7 12 13
6 7 14 15
6 7 16 17
6 7 18 19
6 7 20 21
8 9 10 11
8 9 12 13
8 9 16 17
8 9 18 19
8 9 20 21
8 10 12 14
8 10 13 15
8 10 16 18
8 10 17 19
8 11 12 15
8 11 13 14
8 11 16 19
8 11 17 18
8 12 16 20
8 12 17 21
8 13 16 21
8 13 17 20
8 14 18 20
8 14 19 21
8 15 18 21
8 15 19 20
9 10 12 15
9 10 13 14
9 10 16 19
9 10 17 18
9 11 12 14
9 11 13 15
9 11 16 18
9 11 17 19
9 12 16 21
9 12 17 20
9 13 16 20
9 13 17 21
9 14 18 21
9 14 19 20
9 15 18 20
9 15 19 21
10 11 12 13
10 11 14 15
10 11 16 17
10 11 18 19
10 11 20 21
10 12 18 20
10 12 19 21
10 13 18 21
10 13 19 20
10 14 16 20
10 14 17 21
10 15 16 21
10 15 17 20
11 12 18 21
11 12 19 20
11 13 18 20
11 13 19 21
11 14 16 21
11 14 17 20
11 15 16 20
11 15 17 21
12 13 14 15
12 13 16 17
12 13 18 19
12 13 20 21
12 14 16 18
12 14 17 19
12 15 16 19
12 15 17 18
13 14 16 19
13 14 17 18
13 15 16 18
13 15 17 19
14 15 16 17
14 15 18 19
14 15 20 21
16 17 18 19
16 17 20 21
18 19 20 21
